timestamp,service,rps,cpu_usage,memory_usage,latency_p90,error_rate,label
2026-06-01 00:00:00,product-catalog,15.594483902845964,0.04070581663193054,0.2770798874232665,0.05047333389200729,0.00013867644316423308,1
2026-06-01 00:05:00,product-catalog,17.154115304975026,0.1754023610228465,0.32259977289295044,0.04727362581094663,0.00041096221054265857,1
2026-06-01 00:10:00,product-catalog,23.83884133537152,0.08147755822036191,0.309245652273068,0.05429951223023588,0.0007879409925162296,1
2026-06-01 00:15:00,product-catalog,10.510983214789912,0.20152405983811172,0.3130773788864601,0.0358937499354889,0.0010429930465225606,1
2026-06-01 00:20:00,product-catalog,15.271321121059245,0.09899611508943834,0.2944792385319774,0.05399216563496327,0.0002819935364991226,1
2026-06-01 00:25:00,product-catalog,11.160671072952313,0.09144072006338037,0.29692388506965073,0.05582497157588511,0.0007595574387505378,1
2026-06-01 00:30:00,product-catalog,22.282165147899054,0.19613800844763374,0.2854983909878255,0.055046313802198994,0.0007759305381349234,1
2026-06-01 00:35:00,product-catalog,25.702392962382632,0.12678699719779524,0.3140948479347883,0.052092055955334504,0.0006254917745279193,1
2026-06-01 00:40:00,product-catalog,14.89057788093038,0.060141299551511665,0.2932896432028858,0.03656737918630976,0.0009603605310381189,1
2026-06-01 00:45:00,product-catalog,25.7968800985711,0.25532935528179307,0.3205568103101322,0.03804392618649304,0.0006268631561866008,1
2026-06-01 00:50:00,product-catalog,20.415708758911833,0.1530612627486292,0.2787868774817495,0.04247843144095563,0.001321645616631642,1
2026-06-01 00:55:00,product-catalog,6.285101585550427,0.14137966704870564,0.2975425788100082,0.037051546027106495,0.000361989609613147,1
2026-06-01 01:00:00,product-catalog,8.83147236663914,0.2148412549541498,0.3099558375089464,0.04964319677329293,0.0006005050963319989,1
2026-06-01 01:05:00,product-catalog,10.518291661338102,0.11788875789946333,0.31295854750198676,0.04472204568416514,0.002388533724345169,1
2026-06-01 01:10:00,product-catalog,8.937287521542496,0.18283933732083915,0.3098852189686364,0.0296794281499732,0.0012241581016210988,1
2026-06-01 01:15:00,product-catalog,25.370654975452737,0.2204143839687784,0.3113409161896603,0.039352310506735655,0.0008553596264405797,1
2026-06-01 01:20:00,product-catalog,4.302215129958281,0.17296121550648802,0.31122837564129285,0.038513969703493155,0.0013710639944956697,1
2026-06-01 01:25:00,product-catalog,20.51899880976741,0.18024597937399114,0.3502532138590582,0.0418042129973409,0.0014864979591663258,1
2026-06-01 01:30:00,product-catalog,4.277357020262245,0.20324992241314496,0.31670055317660767,0.039374257230058544,0.0004221297328700954,1
2026-06-01 01:35:00,product-catalog,8.687900115389247,0.10440125954128533,0.30866727878121064,0.043364089166240266,0.0006832084093327116,1
2026-06-01 01:40:00,product-catalog,29.41616593955245,0.07387027760045269,0.3261739916732552,0.053208596677994935,0.000996503571899744,1
2026-06-01 01:45:00,product-catalog,19.098572439764215,0.10480921849687408,0.2941543559411873,0.04557024369088831,0.0007367130498693807,1
2026-06-01 01:50:00,product-catalog,26.261824830437348,0.18852493013926797,0.3153393921779468,0.050729874200025254,0.0011156159514973548,1
2026-06-01 01:55:00,product-catalog,9.29167892772833,0.16375653830340559,0.3159555775713978,0.043753119839744,0.0004337382272388003,1
2026-06-01 02:00:00,product-catalog,15.658390504766038,0.16454375471496047,0.3191715244768087,0.05805506731073603,0.001347739975158633,1
2026-06-01 02:05:00,product-catalog,28.936553171349125,0.13234045074245143,0.303475933955769,0.053707550475338206,0.0014833357657127503,1
2026-06-01 02:10:00,product-catalog,15.774823888899991,0.06252615441960213,0.3263789240915872,0.044251539359152554,0.0007058163056281573,1
2026-06-01 02:15:00,product-catalog,24.55908773924437,0.18850208912196453,0.2876151404766579,0.05144819287369145,0.00018939459953172815,1
2026-06-01 02:20:00,product-catalog,7.840766702492594,0.06020228095712621,0.3077353212819757,0.04076531833755566,0.0007147731462015339,1
2026-06-01 02:25:00,product-catalog,15.363195446883495,0.06076921759144584,0.30617788179443844,0.03970718512225161,0.0008406874640731749,1
2026-06-01 02:30:00,product-catalog,8.975779593047697,0.10403760844342094,0.2804534203088487,0.04047694751367675,0.0008660182542889527,1
2026-06-01 02:35:00,product-catalog,24.682933896088343,0.05812073779586931,0.3133659531360345,0.041555095898032385,0.0003169514676149152,1
2026-06-01 02:40:00,product-catalog,30.242844026659487,0.1969619686295836,0.3261413197703714,0.05037179452633141,0.0007095868534748316,1
2026-06-01 02:45:00,product-catalog,22.273460100583605,0.15128962105524987,0.29315934808029553,0.04161104911715952,0.0011555910404624742,1
2026-06-01 02:50:00,product-catalog,22.67478622291148,0.19701138073397717,0.31277957936998335,0.04023279884574957,0.0019304913616495396,1
2026-06-01 02:55:00,product-catalog,23.196435645760708,0.08529098013021086,0.3099200446523019,0.05272159166069125,0.0005503081468799292,1
2026-06-01 03:00:00,product-catalog,19.579633111517023,0.11448460638881401,0.35869322657739966,0.050224432568142324,0.0004575178542016833,1
2026-06-01 03:05:00,product-catalog,14.71393976448254,0.15408537765573024,0.29111410667945187,0.045360622460863725,0.0019848719088305434,1
2026-06-01 03:10:00,product-catalog,7.362823056707132,0.14446589780770885,0.3433608145574021,0.03805636851028029,0.005057340660766154,1
2026-06-01 03:15:00,product-catalog,12.392090052690417,0.09346208917369982,0.3010915873737284,0.04188395499875165,0.000670944019387509,1
2026-06-01 03:20:00,product-catalog,19.347106575789425,0.10598295066114469,0.31615742387502804,0.04090248470791685,0.0015084420946819622,1
2026-06-01 03:25:00,product-catalog,9.731928498052905,0.14176545587451841,0.29569179673130824,0.04418293029652804,0.0009374649296419469,1
2026-06-01 03:30:00,product-catalog,29.034404694905692,0.09111580202314094,0.3166085918147434,0.05413077300519291,0.0017220279387951988,1
2026-06-01 03:35:00,product-catalog,20.580597748672233,0.08188851524724777,0.32995940787785566,0.037291849877650884,0.0017277819101166711,1
2026-06-01 03:40:00,product-catalog,31.753193255841687,0.1925668983679746,0.28553034312366293,0.05144070055851919,0.000973759867798365,1
2026-06-01 03:45:00,product-catalog,17.759133172304146,0.16321452319151672,0.2938923673592322,0.05460095615930518,0.0012602178266440359,1
2026-06-01 03:50:00,product-catalog,7.920072190238815,0.10466862762786218,0.3117231356963186,0.02929261445537057,0.0011988071552812374,1
2026-06-01 03:55:00,product-catalog,10.308349937702507,0.15966110960885155,0.3184361735825617,0.04923881997871004,0.0016046487840530245,1
2026-06-01 04:00:00,product-catalog,9.985423605095392,0.16923183863802257,0.3141418727556576,0.044419723030619446,0.001675293779428363,1
2026-06-01 04:05:00,product-catalog,22.405667395065965,0.11232469085584398,0.26406883822604155,0.04213864235763345,0.0007799041403902841,1
2026-06-01 04:10:00,product-catalog,13.756099223772372,0.14995840106836875,0.32450270574693674,0.03642985114977998,0.0010548439620281806,1
