timestamp,service,rps,cpu_usage,memory_usage,latency_p90,error_rate,label
2026-06-01 00:00:00,frontend,22.02805788947444,0.13714290072038965,0.3239677997067511,0.05996236568489917,0.000882923312638332,1
2026-06-01 00:05:00,frontend,11.59767816156651,0.2021559970985026,0.3211475336638414,0.041495536179026536,0.0012712800217929824,1
2026-06-01 00:10:00,frontend,22.326837030467377,0.12136718638242192,0.31600266394655435,0.03488800357127492,0.00013754108374348364,1
2026-06-01 00:15:00,frontend,25.769191816090554,0.10089682761545993,0.3191695425599508,0.0434555894787649,0.0002938481493323543,1
2026-06-01 00:20:00,frontend,17.826842865599684,0.12436487070687259,0.3102639855265583,0.03705832230663861,0.0007278086377374087,1
2026-06-01 00:25:00,frontend,10.582040390880357,0.06361440191064557,0.3128049805623536,0.040247625044216535,0.0008541531251033617,1
2026-06-01 00:30:00,frontend,5.322628764930143,0.2032591667553072,0.3023913698877064,0.035444997775310155,0.0014112724560515946,1
2026-06-01 00:35:00,frontend,18.653170896807275,0.14774952154385235,0.27013318297080813,0.03800565918416087,0.0010984306179345619,1
2026-06-01 00:40:00,frontend,11.287218921641259,0.13114285190278105,0.30333064381305586,0.04250434799530688,0.0002607390048162863,1
2026-06-01 00:45:00,frontend,23.41917974690377,0.12380642094581817,0.3328520343978302,0.051912217145435924,0.00902909625916404,1
2026-06-01 00:50:00,frontend,23.181166325199733,0.12710821862958363,0.29805214315648065,0.05379328645045317,0.0015154997612479755,1
2026-06-01 00:55:00,frontend,9.714614972614745,0.07746835378409758,0.29867305996928306,0.04606651237890285,0.0014877725635611795,1
2026-06-01 01:00:00,frontend,12.77205792234996,0.11626116701150907,0.28425932948105437,0.03701490220706454,0.001406262911197099,1
2026-06-01 01:05:00,frontend,8.42395598932172,0.11324740589962676,0.32428263595250134,0.045722182903563766,0.0006774401226974379,1
2026-06-01 01:10:00,frontend,20.81930842359406,0.2185404451704866,0.309693133429598,0.05967007323492635,0.0,1
2026-06-01 01:15:00,frontend,25.153666877047698,0.15465968716600398,0.30659668642920646,0.05075051861035329,6.215542699553652e-06,1
2026-06-01 01:20:00,frontend,28.683642713171032,0.17522291400192938,0.3438997022514158,0.04747188310943622,0.0005957531985534062,1
2026-06-01 01:25:00,frontend,17.857661572322918,0.18148542902974957,0.3155038529793551,0.04339688670032554,0.0012566337165566782,1
2026-06-01 01:30:00,frontend,20.661643538237367,0.1897555366031192,0.29628975989157164,0.04589248222726973,0.0008039459234339213,1
